# 性能对比数据汇总 (论文格式)
# 维度: 2D | 总记录数: 3000 | 生成时间: 15-Mar-2026 18:34:44

# 主要性能指标 (均值±标准差)
算法,成功率(%),收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,100.0,0.046±0.033,2323.07±127.16,0.046±0.033,271±173,0.469±0.037
RRT_Connect_Basic,100.0,0.012±0.006,2145.80±97.67,0.012±0.006,70±10,0.497±0.064
RRT_Star_Basic,100.0,0.166±0.276,1969.06±18.73,13.387±1.675,3857±98,0.293±0.079
Informed_RRT_Star_Basic,100.0,0.215±0.124,2034.17±95.19,2.083±0.418,3855±97,0.191±0.052
SC_RRT_Basic,100.0,0.038±0.014,2004.27±61.58,0.038±0.014,209±34,0.162±0.133
Dynamic_RRT_Basic,100.0,0.056±0.058,2286.43±130.45,0.056±0.058,301±198,0.463±0.040

# 详细运行数据
算法,运行序号,成功,收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Connect_Basic,1430,1,0.016,2193.60,0.016,76,0.566
RRT_Star_Basic,1431,1,0.308,1972.72,12.809,3732,0.335
Informed_RRT_Star_Basic,1432,1,0.505,1968.12,2.229,3789,0.229
SC_RRT_Basic,1433,1,0.033,1989.16,0.033,170,0.037
Dynamic_RRT_Basic,1434,1,0.089,2808.74,0.090,371,0.426
RRT_Basic,1435,1,0.044,2345.87,0.044,201,0.371
RRT_Connect_Basic,1436,1,0.013,2004.37,0.013,59,0.363
RRT_Star_Basic,1437,1,0.108,1973.82,14.850,3914,0.309
Informed_RRT_Star_Basic,1438,1,0.192,1952.67,2.705,3926,0.136
SC_RRT_Basic,1439,1,0.016,2027.75,0.016,186,0.262
Dynamic_RRT_Basic,1440,1,0.031,2252.84,0.031,234,0.484
RRT_Basic,1441,1,0.045,2214.83,0.045,293,0.531
RRT_Connect_Basic,1442,1,0.017,2097.85,0.017,68,0.461
RRT_Star_Basic,1443,1,0.470,1979.85,12.602,3623,0.306
Informed_RRT_Star_Basic,1444,1,0.156,1963.30,2.559,3884,0.142
SC_RRT_Basic,1445,1,0.034,1971.48,0.034,187,0.055
Dynamic_RRT_Basic,1446,1,0.021,2291.03,0.021,189,0.433
RRT_Basic,1447,1,0.017,2138.19,0.017,161,0.505
RRT_Connect_Basic,1448,1,0.007,2109.67,0.007,67,0.579
RRT_Star_Basic,1449,1,0.050,1974.26,15.341,3884,0.316
Informed_RRT_Star_Basic,1450,1,0.222,1938.72,2.287,3880,0.126
SC_RRT_Basic,1451,1,0.060,2032.69,0.060,250,0.269
Dynamic_RRT_Basic,1452,1,0.046,2252.84,0.047,240,0.441
RRT_Basic,1453,1,0.027,2313.32,0.027,147,0.464
RRT_Connect_Basic,1454,1,0.009,2244.12,0.009,79,0.404
RRT_Star_Basic,1455,1,0.121,1946.97,13.786,3931,0.317
Informed_RRT_Star_Basic,1456,1,0.147,1939.10,3.279,4005,0.109
SC_RRT_Basic,1457,1,0.033,1969.12,0.033,191,0.196
Dynamic_RRT_Basic,1458,1,0.099,2329.21,0.100,418,0.444
RRT_Basic,1459,1,0.080,2266.33,0.080,286,0.511
RRT_Connect_Basic,1460,1,0.022,2181.01,0.022,73,0.520
RRT_Star_Basic,1461,1,0.088,1955.49,14.771,3970,0.323
Informed_RRT_Star_Basic,1462,1,0.345,2121.69,1.651,3797,0.182
SC_RRT_Basic,1463,1,0.036,2001.12,0.036,203,0.221
Dynamic_RRT_Basic,1464,1,0.022,2243.66,0.023,158,0.452
RRT_Basic,1465,1,0.025,2394.41,0.025,209,0.496
RRT_Connect_Basic,1466,1,0.005,2060.46,0.005,55,0.478
RRT_Star_Basic,1467,1,0.045,1949.06,14.535,3884,0.317
Informed_RRT_Star_Basic,1468,1,0.181,1943.56,2.142,3986,0.128
SC_RRT_Basic,1469,1,0.036,1940.98,0.036,176,0.131
Dynamic_RRT_Basic,1470,1,0.087,2222.65,0.088,242,0.475
RRT_Basic,1471,1,0.050,2316.65,0.050,357,0.508
RRT_Connect_Basic,1472,1,0.006,2081.36,0.006,64,0.474
RRT_Star_Basic,1473,1,0.106,1952.90,14.323,3842,0.345
Informed_RRT_Star_Basic,1474,1,0.288,2102.29,1.783,3911,0.159
SC_RRT_Basic,1475,1,0.039,1962.99,0.039,202,0.019
Dynamic_RRT_Basic,1476,1,0.087,2252.84,0.088,320,0.484
RRT_Basic,1477,1,0.045,2492.13,0.045,185,0.489
RRT_Connect_Basic,1478,1,0.009,2148.11,0.009,62,0.451
RRT_Star_Basic,1479,1,0.080,1953.39,12.141,3907,0.330
Informed_RRT_Star_Basic,1480,1,0.102,1999.93,2.125,3808,0.176
SC_RRT_Basic,1481,1,0.041,1933.42,0.041,183,0.170
Dynamic_RRT_Basic,1482,1,0.032,2252.84,0.032,152,0.519
RRT_Basic,1483,1,0.051,2383.85,0.051,258,0.456
RRT_Connect_Basic,1484,1,0.013,2202.01,0.013,80,0.507
RRT_Star_Basic,1485,1,0.045,1979.47,14.425,4017,0.399
Informed_RRT_Star_Basic,1486,1,0.193,1992.10,2.511,3915,0.238
SC_RRT_Basic,1487,1,0.018,2001.98,0.018,196,0.027
Dynamic_RRT_Basic,1488,1,0.061,2367.39,0.061,280,0.522
RRT_Basic,1489,1,0.018,2396.13,0.018,165,0.507
RRT_Connect_Basic,1490,1,0.012,2209.49,0.012,89,0.501
RRT_Star_Basic,1491,1,0.102,1990.04,13.867,3938,0.164
Informed_RRT_Star_Basic,1492,1,0.225,2115.91,1.916,3886,0.247
SC_RRT_Basic,1493,1,0.028,2043.63,0.028,210,0.396
Dynamic_RRT_Basic,1494,1,0.023,2214.66,0.023,153,0.462
RRT_Basic,1495,1,0.032,2345.00,0.033,156,0.493
RRT_Connect_Basic,1496,1,0.008,2075.19,0.008,57,0.512
RRT_Star_Basic,1497,1,0.043,1949.12,14.184,3898,0.168
Informed_RRT_Star_Basic,1498,1,0.313,2061.76,2.200,3840,0.159
SC_RRT_Basic,1499,1,0.027,2004.41,0.027,192,0.249
Dynamic_RRT_Basic,1500,1,0.018,2100.11,0.019,187,0.339
RRT_Basic,1501,1,0.031,2215.05,0.031,223,0.524
RRT_Connect_Basic,1502,1,0.024,2224.06,0.024,74,0.590
RRT_Star_Basic,1503,1,0.268,1956.88,14.593,3866,0.195
Informed_RRT_Star_Basic,1504,1,0.368,1968.83,2.424,3940,0.143
SC_RRT_Basic,1505,1,0.038,1985.99,0.038,192,0.058
Dynamic_RRT_Basic,1506,1,0.015,2138.29,0.015,113,0.450
RRT_Basic,1507,1,0.133,2689.60,0.133,591,0.425
RRT_Connect_Basic,1508,1,0.013,2040.36,0.013,58,0.439
RRT_Star_Basic,1509,1,0.276,1954.97,14.046,3839,0.352
Informed_RRT_Star_Basic,1510,1,0.416,2405.53,1.530,3863,0.237
SC_RRT_Basic,1511,1,0.039,1990.97,0.039,233,0.020
Dynamic_RRT_Basic,1512,1,0.050,2326.28,0.050,251,0.531
RRT_Basic,1513,1,0.070,2330.73,0.071,482,0.508
RRT_Connect_Basic,1514,1,0.010,2205.47,0.010,75,0.526
RRT_Star_Basic,1515,1,0.068,1972.01,13.529,3859,0.182
Informed_RRT_Star_Basic,1516,1,0.237,1962.58,1.904,3770,0.148
SC_RRT_Basic,1517,1,0.035,1974.36,0.035,177,0.237
Dynamic_RRT_Basic,1518,1,0.032,2291.03,0.032,269,0.436
RRT_Basic,1519,1,0.023,2313.94,0.023,170,0.463
RRT_Connect_Basic,1520,1,0.010,2106.83,0.010,68,0.497
RRT_Star_Basic,1521,1,0.468,1999.04,11.229,3637,0.326
Informed_RRT_Star_Basic,1522,1,0.158,2272.41,1.337,3707,0.259
SC_RRT_Basic,1523,1,0.044,2059.05,0.044,221,0.037
Dynamic_RRT_Basic,1524,1,0.041,2443.76,0.041,258,0.484
RRT_Basic,1525,1,0.059,2341.96,0.059,414,0.384
RRT_Connect_Basic,1526,1,0.010,2121.01,0.010,66,0.471
RRT_Star_Basic,1527,1,2.939,1970.70,8.943,3368,0.179
Informed_RRT_Star_Basic,1528,1,0.190,1978.74,1.994,3865,0.168
SC_RRT_Basic,1529,1,0.040,2007.79,0.040,223,0.059
Dynamic_RRT_Basic,1530,1,0.039,2481.94,0.040,335,0.467
RRT_Basic,1531,1,0.023,2645.36,0.023,199,0.522
RRT_Connect_Basic,1532,1,0.009,2029.35,0.009,62,0.420
RRT_Star_Basic,1533,1,0.055,1949.21,16.428,4002,0.316
Informed_RRT_Star_Basic,1534,1,0.381,1982.49,2.430,3893,0.167
SC_RRT_Basic,1535,1,0.051,1928.85,0.051,226,0.014
Dynamic_RRT_Basic,1536,1,0.028,2291.03,0.029,129,0.447
RRT_Basic,1537,1,0.086,2199.59,0.086,402,0.392
RRT_Connect_Basic,1538,1,0.012,2202.68,0.012,70,0.478
RRT_Star_Basic,1539,1,0.137,1969.35,15.699,3879,0.315
Informed_RRT_Star_Basic,1540,1,0.250,1986.31,2.935,3906,0.177
SC_RRT_Basic,1541,1,0.018,2000.65,0.018,242,0.140
Dynamic_RRT_Basic,1542,1,0.055,2329.21,0.055,464,0.392
RRT_Basic,1543,1,0.022,2170.13,0.022,193,0.426
RRT_Connect_Basic,1544,1,0.007,2041.11,0.007,57,0.427
RRT_Star_Basic,1545,1,0.055,1967.29,16.597,3968,0.162
Informed_RRT_Star_Basic,1546,1,0.177,2071.31,2.168,3954,0.199
SC_RRT_Basic,1547,1,0.021,1962.43,0.021,218,0.199
Dynamic_RRT_Basic,1548,1,0.069,2520.13,0.069,202,0.482
RRT_Basic,1549,1,0.065,2428.80,0.065,293,0.458
RRT_Connect_Basic,1550,1,0.013,2043.28,0.013,61,0.461
RRT_Star_Basic,1551,1,0.123,1968.77,14.403,3913,0.345
Informed_RRT_Star_Basic,1552,1,0.150,2222.87,1.402,3844,0.328
SC_RRT_Basic,1553,1,0.036,2051.56,0.036,201,0.308
Dynamic_RRT_Basic,1554,1,0.047,2209.68,0.047,285,0.431
RRT_Basic,1555,1,0.026,2359.46,0.027,197,0.431
RRT_Connect_Basic,1556,1,0.022,2159.66,0.022,74,0.436
RRT_Star_Basic,1557,1,0.061,1971.51,16.207,3914,0.376
Informed_RRT_Star_Basic,1558,1,0.214,1955.45,2.462,3807,0.166
SC_RRT_Basic,1559,1,0.022,1925.70,0.022,180,0.016
Dynamic_RRT_Basic,1560,1,0.016,2252.84,0.017,177,0.490
RRT_Basic,1561,1,0.044,2309.67,0.044,384,0.493
RRT_Connect_Basic,1562,1,0.018,2217.44,0.018,83,0.528
RRT_Star_Basic,1563,1,0.363,1998.35,13.188,3742,0.182
Informed_RRT_Star_Basic,1564,1,0.156,2010.68,2.446,3807,0.225
SC_RRT_Basic,1565,1,0.044,2007.29,0.044,235,0.043
Dynamic_RRT_Basic,1566,1,0.075,2749.23,0.076,258,0.506
RRT_Basic,1567,1,0.045,2360.52,0.045,264,0.501
RRT_Connect_Basic,1568,1,0.013,2091.55,0.013,58,0.531
RRT_Star_Basic,1569,1,0.099,1951.25,14.226,3807,0.167
Informed_RRT_Star_Basic,1570,1,0.139,1980.13,2.078,3726,0.151
SC_RRT_Basic,1571,1,0.043,1958.69,0.043,221,0.012
Dynamic_RRT_Basic,1572,1,0.029,2329.21,0.030,142,0.483
RRT_Basic,1573,1,0.056,2172.70,0.056,301,0.505
RRT_Connect_Basic,1574,1,0.015,2102.47,0.015,70,0.464
RRT_Star_Basic,1575,1,0.270,1950.95,12.432,3790,0.318
Informed_RRT_Star_Basic,1576,1,0.376,2011.84,2.330,3843,0.211
SC_RRT_Basic,1577,1,0.035,2034.42,0.035,206,0.268
Dynamic_RRT_Basic,1578,1,0.016,2443.76,0.016,148,0.434
RRT_Basic,1579,1,0.028,2226.88,0.028,252,0.506
RRT_Connect_Basic,1580,1,0.006,2021.45,0.006,62,0.403
RRT_Star_Basic,1581,1,0.774,1959.52,14.455,3725,0.178
Informed_RRT_Star_Basic,1582,1,0.234,2141.96,2.065,3888,0.229
SC_RRT_Basic,1583,1,0.037,2083.26,0.037,189,0.687
Dynamic_RRT_Basic,1584,1,0.044,2291.03,0.044,332,0.479
RRT_Basic,1585,1,0.117,2175.08,0.117,618,0.467
RRT_Connect_Basic,1586,1,0.019,2080.85,0.019,59,0.529
RRT_Star_Basic,1587,1,0.120,1956.70,13.285,3953,0.340
Informed_RRT_Star_Basic,1588,1,0.149,2032.39,2.046,3896,0.280
SC_RRT_Basic,1589,1,0.023,2061.13,0.023,191,0.438
Dynamic_RRT_Basic,1590,1,0.144,2443.76,0.144,696,0.361
RRT_Basic,1591,1,0.069,2280.26,0.069,258,0.477
RRT_Connect_Basic,1592,1,0.017,2118.13,0.017,68,0.432
RRT_Star_Basic,1593,1,0.124,1985.08,14.705,3867,0.383
Informed_RRT_Star_Basic,1594,1,0.172,1945.84,2.206,3857,0.161
SC_RRT_Basic,1595,1,0.026,1955.73,0.026,168,0.210
Dynamic_RRT_Basic,1596,1,0.062,2405.58,0.062,303,0.484
RRT_Basic,1597,1,0.026,2497.68,0.026,186,0.489
RRT_Connect_Basic,1598,1,0.013,2003.64,0.013,63,0.371
RRT_Star_Basic,1599,1,0.099,1967.18,13.621,3949,0.328
Informed_RRT_Star_Basic,1600,1,0.187,2028.84,1.770,3738,0.197
SC_RRT_Basic,1601,1,0.031,1917.88,0.031,166,0.016
Dynamic_RRT_Basic,1602,1,0.052,2176.47,0.053,230,0.413
RRT_Basic,1603,1,0.085,2371.04,0.085,452,0.542
RRT_Connect_Basic,1604,1,0.017,2293.65,0.017,77,0.598
RRT_Star_Basic,1605,1,0.251,2017.86,14.734,3795,0.326
Informed_RRT_Star_Basic,1606,1,0.552,2134.92,1.480,3745,0.306
SC_RRT_Basic,1607,1,0.067,1993.08,0.067,173,0.216
Dynamic_RRT_Basic,1608,1,0.032,2520.13,0.033,192,0.458
RRT_Basic,1609,1,0.019,2294.16,0.019,134,0.438
RRT_Connect_Basic,1610,1,0.022,2289.08,0.022,70,0.586
RRT_Star_Basic,1611,1,0.096,1972.70,14.880,3912,0.325
Informed_RRT_Star_Basic,1612,1,0.199,2001.27,1.903,3760,0.206
SC_RRT_Basic,1613,1,0.024,1961.35,0.024,202,0.087
Dynamic_RRT_Basic,1614,1,0.045,2176.47,0.046,342,0.472
RRT_Basic,1615,1,0.052,2544.52,0.052,186,0.410
RRT_Connect_Basic,1616,1,0.013,2094.81,0.013,82,0.445
RRT_Star_Basic,1617,1,0.059,1954.06,13.908,3931,0.356
Informed_RRT_Star_Basic,1618,1,0.250,2031.24,1.597,3724,0.295
SC_RRT_Basic,1619,1,0.056,2150.05,0.056,290,0.064
Dynamic_RRT_Basic,1620,1,0.033,2214.66,0.033,141,0.475
RRT_Basic,1621,1,0.052,2359.34,0.052,210,0.436
RRT_Connect_Basic,1622,1,0.008,2078.94,0.008,71,0.406
RRT_Star_Basic,1623,1,0.305,1973.04,13.519,3855,0.319
Informed_RRT_Star_Basic,1624,1,0.140,1956.33,2.511,3948,0.166
SC_RRT_Basic,1625,1,0.043,2085.41,0.043,224,0.312
Dynamic_RRT_Basic,1626,1,0.025,2252.84,0.025,252,0.437
RRT_Basic,1627,1,0.025,2275.08,0.025,209,0.474
RRT_Connect_Basic,1628,1,0.006,2136.40,0.006,62,0.525
RRT_Star_Basic,1629,1,0.050,1960.81,11.635,3855,0.130
Informed_RRT_Star_Basic,1630,1,0.094,2042.85,1.734,3811,0.230
SC_RRT_Basic,1631,1,0.035,2037.11,0.035,189,0.039
Dynamic_RRT_Basic,1632,1,0.043,2388.70,0.043,338,0.461
RRT_Basic,1633,1,0.032,2483.84,0.032,238,0.451
RRT_Connect_Basic,1634,1,0.006,2007.90,0.006,59,0.383
RRT_Star_Basic,1635,1,0.132,2002.15,13.390,3618,0.335
Informed_RRT_Star_Basic,1636,1,0.210,2060.67,2.097,3831,0.159
SC_RRT_Basic,1637,1,0.039,1995.68,0.039,183,0.067
Dynamic_RRT_Basic,1638,1,0.020,2176.47,0.020,117,0.457
RRT_Basic,1639,1,0.040,2464.04,0.040,272,0.446
RRT_Connect_Basic,1640,1,0.007,2171.72,0.007,67,0.522
RRT_Star_Basic,1641,1,0.106,1924.15,13.488,3906,0.073
Informed_RRT_Star_Basic,1642,1,0.119,1999.46,2.473,3942,0.190
SC_RRT_Basic,1643,1,0.038,1953.72,0.038,226,0.018
Dynamic_RRT_Basic,1644,1,0.024,2086.81,0.024,193,0.462
RRT_Basic,1645,1,0.019,2337.98,0.019,178,0.465
RRT_Connect_Basic,1646,1,0.007,2045.91,0.007,66,0.451
RRT_Star_Basic,1647,1,0.158,1995.88,14.847,3791,0.334
Informed_RRT_Star_Basic,1648,1,0.113,1995.54,2.362,3898,0.205
SC_RRT_Basic,1649,1,0.039,2029.78,0.039,181,0.029
Dynamic_RRT_Basic,1650,1,0.011,2138.29,0.011,132,0.435
RRT_Basic,1651,1,0.016,2215.85,0.016,162,0.439
RRT_Connect_Basic,1652,1,0.009,2250.17,0.009,84,0.506
RRT_Star_Basic,1653,1,0.289,1969.53,16.073,3759,0.369
Informed_RRT_Star_Basic,1654,1,0.134,1951.22,2.676,4055,0.152
SC_RRT_Basic,1655,1,0.033,1985.89,0.033,203,0.039
Dynamic_RRT_Basic,1656,1,0.031,2214.66,0.032,196,0.423
RRT_Basic,1657,1,0.027,2347.91,0.027,164,0.488
RRT_Connect_Basic,1658,1,0.010,2020.75,0.010,56,0.456
RRT_Star_Basic,1659,1,0.099,1959.40,14.724,3879,0.365
Informed_RRT_Star_Basic,1660,1,0.114,1950.90,2.364,3896,0.177
SC_RRT_Basic,1661,1,0.034,1930.37,0.034,184,0.008
Dynamic_RRT_Basic,1662,1,0.097,2367.39,0.097,587,0.495
RRT_Basic,1663,1,0.060,2244.11,0.061,250,0.458
RRT_Connect_Basic,1664,1,0.017,2218.39,0.017,86,0.554
RRT_Star_Basic,1665,1,0.053,1963.62,14.408,3878,0.349
Informed_RRT_Star_Basic,1666,1,0.154,1980.19,2.405,3897,0.143
SC_RRT_Basic,1667,1,0.081,1999.70,0.081,255,0.257
Dynamic_RRT_Basic,1668,1,0.081,2596.50,0.082,413,0.520
RRT_Basic,1669,1,0.109,2664.96,0.109,568,0.472
RRT_Connect_Basic,1670,1,0.020,2375.03,0.020,85,0.508
RRT_Star_Basic,1671,1,0.061,1946.21,13.086,3908,0.325
Informed_RRT_Star_Basic,1672,1,0.154,2145.20,1.684,3705,0.241
SC_RRT_Basic,1673,1,0.038,1951.27,0.038,197,0.017
Dynamic_RRT_Basic,1674,1,0.047,2442.63,0.048,397,0.434
RRT_Basic,1675,1,0.032,2428.73,0.032,310,0.468
RRT_Connect_Basic,1676,1,0.014,2168.81,0.014,72,0.608
RRT_Star_Basic,1677,1,0.140,1984.61,12.489,3911,0.363
Informed_RRT_Star_Basic,1678,1,0.123,1961.69,2.529,3995,0.163
SC_RRT_Basic,1679,1,0.046,1997.74,0.046,215,0.085
Dynamic_RRT_Basic,1680,1,0.012,2138.29,0.013,151,0.435
RRT_Basic,1681,1,0.017,2276.34,0.017,141,0.553
RRT_Connect_Basic,1682,1,0.011,2422.40,0.011,75,0.566
RRT_Star_Basic,1683,1,0.052,1944.59,13.638,3887,0.310
Informed_RRT_Star_Basic,1684,1,0.177,2000.84,2.370,3860,0.130
SC_RRT_Basic,1685,1,0.042,1998.11,0.042,221,0.061
Dynamic_RRT_Basic,1686,1,0.035,2246.37,0.035,197,0.488
RRT_Basic,1687,1,0.114,2274.89,0.114,653,0.511
RRT_Connect_Basic,1688,1,0.016,2081.35,0.016,65,0.479
RRT_Star_Basic,1689,1,0.071,1959.85,16.295,3994,0.337
Informed_RRT_Star_Basic,1690,1,0.154,2143.39,2.069,3941,0.300
SC_RRT_Basic,1691,1,0.012,1920.42,0.012,164,0.010
Dynamic_RRT_Basic,1692,1,0.061,2443.76,0.061,330,0.495
RRT_Basic,1693,1,0.032,2802.95,0.032,200,0.502
RRT_Connect_Basic,1694,1,0.016,2056.32,0.016,59,0.448
RRT_Star_Basic,1695,1,0.091,1948.36,12.511,3921,0.317
Informed_RRT_Star_Basic,1696,1,0.298,1967.00,2.207,3862,0.156
SC_RRT_Basic,1697,1,0.021,1980.36,0.021,182,0.035
Dynamic_RRT_Basic,1698,1,0.049,2295.02,0.050,219,0.562
RRT_Basic,1699,1,0.040,2479.84,0.040,238,0.498
RRT_Connect_Basic,1700,1,0.011,2217.56,0.011,73,0.554
RRT_Star_Basic,1701,1,0.064,1943.03,13.179,3938,0.322
Informed_RRT_Star_Basic,1702,1,0.286,2175.76,1.666,3881,0.188
SC_RRT_Basic,1703,1,0.033,1969.63,0.033,169,0.037
Dynamic_RRT_Basic,1704,1,0.035,2214.66,0.035,326,0.455
RRT_Basic,1705,1,0.018,2306.87,0.018,140,0.497
RRT_Connect_Basic,1706,1,0.008,2209.48,0.008,70,0.503
RRT_Star_Basic,1707,1,0.086,1943.49,13.646,3928,0.288
Informed_RRT_Star_Basic,1708,1,0.192,2007.48,2.102,3869,0.229
SC_RRT_Basic,1709,1,0.041,2123.69,0.041,234,0.082
Dynamic_RRT_Basic,1710,1,0.032,2252.84,0.032,240,0.461
RRT_Basic,1711,1,0.061,2294.23,0.061,472,0.475
RRT_Connect_Basic,1712,1,0.006,2045.28,0.006,57,0.433
RRT_Star_Basic,1713,1,0.212,1986.27,13.916,3855,0.235
Informed_RRT_Star_Basic,1714,1,0.409,2000.77,2.751,3889,0.257
SC_RRT_Basic,1715,1,0.059,2011.54,0.059,262,0.023
Dynamic_RRT_Basic,1716,1,0.042,2252.84,0.043,260,0.484
RRT_Basic,1717,1,0.052,2250.85,0.052,309,0.441
RRT_Connect_Basic,1718,1,0.014,2015.43,0.014,55,0.418
RRT_Star_Basic,1719,1,0.045,1964.23,15.279,4052,0.325
Informed_RRT_Star_Basic,1720,1,0.583,2010.71,1.732,3816,0.192
SC_RRT_Basic,1721,1,0.070,2031.86,0.070,270,0.043
Dynamic_RRT_Basic,1722,1,0.033,2443.62,0.034,180,0.474
RRT_Basic,1723,1,0.018,2205.27,0.018,122,0.431
RRT_Connect_Basic,1724,1,0.009,2055.99,0.009,63,0.471
RRT_Star_Basic,1725,1,0.127,1979.28,16.541,3898,0.354
Informed_RRT_Star_Basic,1726,1,0.416,2107.72,1.904,3763,0.190
SC_RRT_Basic,1727,1,0.029,1947.19,0.029,173,0.014
Dynamic_RRT_Basic,1728,1,0.020,2214.66,0.021,201,0.427
RRT_Basic,1729,1,0.038,2245.37,0.038,188,0.511
RRT_Connect_Basic,1730,1,0.008,2047.72,0.008,69,0.453
RRT_Star_Basic,1731,1,0.082,1960.62,14.263,3799,0.162
Informed_RRT_Star_Basic,1732,1,0.196,1992.42,2.802,3901,0.177
SC_RRT_Basic,1733,1,0.021,2076.16,0.021,219,0.316
Dynamic_RRT_Basic,1734,1,0.081,2252.84,0.081,183,0.453
RRT_Basic,1735,1,0.122,2342.70,0.122,503,0.512
RRT_Connect_Basic,1736,1,0.012,2147.71,0.012,71,0.509
RRT_Star_Basic,1737,1,0.117,1980.78,12.428,3875,0.371
Informed_RRT_Star_Basic,1738,1,0.155,2012.78,2.371,3967,0.235
SC_RRT_Basic,1739,1,0.029,1975.84,0.029,210,0.071
Dynamic_RRT_Basic,1740,1,0.018,2291.03,0.019,173,0.543
RRT_Basic,1741,1,0.035,2166.48,0.035,254,0.444
RRT_Connect_Basic,1742,1,0.009,2044.37,0.009,60,0.421
RRT_Star_Basic,1743,1,0.423,1956.80,14.883,3727,0.156
Informed_RRT_Star_Basic,1744,1,0.161,2019.53,2.212,3787,0.233
SC_RRT_Basic,1745,1,0.031,1921.31,0.031,156,0.073
Dynamic_RRT_Basic,1746,1,0.013,2138.29,0.013,150,0.427
RRT_Basic,1747,1,0.046,2154.00,0.046,394,0.460
RRT_Connect_Basic,1748,1,0.007,2081.08,0.007,61,0.476
RRT_Star_Basic,1749,1,0.235,1945.92,12.523,3722,0.218
Informed_RRT_Star_Basic,1750,1,0.241,2202.51,1.611,3751,0.273
SC_RRT_Basic,1751,1,0.049,2061.44,0.049,255,0.099
Dynamic_RRT_Basic,1752,1,0.032,2251.95,0.033,288,0.493
RRT_Basic,1753,1,0.027,2245.33,0.027,233,0.474
RRT_Connect_Basic,1754,1,0.010,2313.45,0.010,78,0.644
RRT_Star_Basic,1755,1,0.233,1962.29,15.740,3822,0.353
Informed_RRT_Star_Basic,1756,1,0.158,1972.77,2.294,3922,0.122
SC_RRT_Basic,1757,1,0.038,1951.08,0.038,189,0.169
Dynamic_RRT_Basic,1758,1,0.066,2367.39,0.067,284,0.508
RRT_Basic,1759,1,0.054,2546.07,0.054,205,0.485
RRT_Connect_Basic,1760,1,0.007,2038.61,0.007,70,0.612
RRT_Star_Basic,1761,1,0.137,1967.23,15.171,3830,0.326
Informed_RRT_Star_Basic,1762,1,0.351,2093.42,2.073,3901,0.256
SC_RRT_Basic,1763,1,0.031,1960.84,0.031,223,0.012
Dynamic_RRT_Basic,1764,1,0.021,2365.66,0.021,160,0.515
RRT_Basic,1765,1,0.088,2373.87,0.088,589,0.427
RRT_Connect_Basic,1766,1,0.010,2113.25,0.010,66,0.486
RRT_Star_Basic,1767,1,0.114,1954.32,14.285,3817,0.326
Informed_RRT_Star_Basic,1768,1,0.271,1989.54,2.333,3829,0.145
SC_RRT_Basic,1769,1,0.031,1943.57,0.031,185,0.021
Dynamic_RRT_Basic,1770,1,0.145,2214.30,0.145,345,0.408
RRT_Basic,1771,1,0.042,2316.24,0.042,267,0.516
RRT_Connect_Basic,1772,1,0.011,2079.05,0.011,71,0.411
RRT_Star_Basic,1773,1,0.437,1971.80,11.899,3684,0.328
Informed_RRT_Star_Basic,1774,1,0.278,2086.82,2.689,3914,0.298
SC_RRT_Basic,1775,1,0.040,2104.26,0.040,197,0.290
Dynamic_RRT_Basic,1776,1,0.030,2138.29,0.030,237,0.482
RRT_Basic,1777,1,0.040,2464.95,0.040,322,0.459
RRT_Connect_Basic,1778,1,0.010,2033.58,0.010,59,0.470
RRT_Star_Basic,1779,1,0.081,1969.02,13.590,3854,0.354
Informed_RRT_Star_Basic,1780,1,0.177,2000.91,2.351,3962,0.192
SC_RRT_Basic,1781,1,0.036,1963.65,0.036,187,0.235
Dynamic_RRT_Basic,1782,1,0.033,2176.47,0.034,177,0.478
RRT_Basic,1783,1,0.031,2411.94,0.031,238,0.433
RRT_Connect_Basic,1784,1,0.011,2144.09,0.011,69,0.527
RRT_Star_Basic,1785,1,0.061,1960.38,14.894,3936,0.170
Informed_RRT_Star_Basic,1786,1,0.394,2071.71,2.224,3907,0.247
SC_RRT_Basic,1787,1,0.055,2046.48,0.055,250,0.036
Dynamic_RRT_Basic,1788,1,0.083,2367.39,0.083,391,0.419
RRT_Basic,1789,1,0.084,2212.94,0.084,319,0.429
RRT_Connect_Basic,1790,1,0.020,2205.68,0.020,63,0.546
RRT_Star_Basic,1791,1,0.123,1983.84,15.135,3793,0.353
Informed_RRT_Star_Basic,1792,1,0.281,1941.20,2.919,3947,0.130
SC_RRT_Basic,1793,1,0.048,1969.77,0.048,199,0.187
Dynamic_RRT_Basic,1794,1,0.031,2176.47,0.032,216,0.417
RRT_Basic,1795,1,0.036,2135.54,0.036,170,0.446
RRT_Connect_Basic,1796,1,0.017,2086.24,0.017,66,0.449
RRT_Star_Basic,1797,1,0.921,1977.46,13.583,3727,0.372
Informed_RRT_Star_Basic,1798,1,0.142,1975.60,2.322,3942,0.103
SC_RRT_Basic,1799,1,0.058,2086.51,0.058,233,0.048
Dynamic_RRT_Basic,1800,1,0.052,2180.18,0.052,200,0.458
RRT_Basic,1801,1,0.048,2234.32,0.048,260,0.420
RRT_Connect_Basic,1802,1,0.008,2240.29,0.008,65,0.582
